id,name,slug,batch,status,one_liner,long_description,website,ycdc_company_url,all_locations,team_size,industry,subindustry,industries,tags,regions,stage,top_company,isHiring,nonprofit,former_names,small_logo_thumb_url,launched_at
731,Oklo,oklo,Summer 2014,Public,"Emission free, always on power from advanced fission power plants.","About Oklo Inc.: 

Oklo Inc. (Oklo) is developing advanced fission power plants to provide emission-free, reliable, and affordable energy. 

Oklo received a Site Use Permit from the U.S Department of Energy, has performed successful prototypic fuel fabrication, was awarded fuel material from Idaho National Laboratory, developed the first advanced fission combined license application accepted and docketed by the U.S. Nuclear Regulatory Commission, and is developing advanced fuel recycling technologies in collaboration with the U.S. Department of Energy and national laboratories.

Oklo has been featured in Time, Newsweek, Wall Street Journal, CNBC, Popular Mechanics, Wired, Architectural Digest, Hyperallergic, POWER Magazine, has been the subject of a Harvard Business School case, and is featured in the Oliver Stone documentary Nuclear, among other features.",http://oklo.com,https://www.ycombinator.com/companies/oklo,"San Francisco, CA, USA; Sunnyvale, CA, USA",50,Industrials,Industrials -> Energy,"Industrials, Energy","Small Modular Reactors, Climate","United States of America, America / Canada, Remote, Partly Remote",Growth,True,False,False,"UPower Technologies Inc, UPower",https://bookface-images.s3.amazonaws.com/small_logos/7296c0e632938afdac098d754da89730bfc674b7.png,1400930834
700,Rigetti Computing,rigetti-computing,Summer 2014,Public,Quantum coherent supercomputing.,"Rigetti Computing is building the world’s most powerful computers to help solve humanity’s most pressing and important problems. These systems will perform computations that today’s fastest supercomputers are incapable of — unlocking entirely new classes of problems and offering a direct path to solutions. We are scientists, engineers, builders, and visionaries. We believe quantum computing is going to significantly affect health care, how we treat disease, how we generate energy, and how we feed humanity. Rigetti is the only company deploying full-stack solutions for hybrid classical/quantum computing. Our 19-qubit quantum computer is available online through our Forest platform, and the first commercially useful applications are already under exploration.

We were founded in 2013 by Chad Rigetti, and are located Berkeley and Fremont, California.",http://rigetti.com,https://www.ycombinator.com/companies/rigetti-computing,"San Francisco, CA, USA",51,Industrials,Industrials -> Manufacturing and Robotics,"Industrials, Manufacturing and Robotics",Quantum Computing,"United States of America, America / Canada",Growth,True,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/d917bc9763d052f49ea938f71c94205dabf1ec83.png,1398907961
729,Ginkgo Bioworks,ginkgo-bioworks,Summer 2014,Public,Our mission is to make biology easier to engineer.,Ginkgo Bioworks is the organism company. We design custom organisms for customers across multiple markets. We build our foundries to scale the process of organism engineering using software and hardware automation. Organism engineers at Ginkgo learn from nature to develop new organisms that replace technology with biology.,http://ginkgobioworks.com,https://www.ycombinator.com/companies/ginkgo-bioworks,"Boston, MA, USA",641,Healthcare,Healthcare -> Industrial Bio,"Healthcare, Industrial Bio","Synthetic Biology, Diagnostics, Automation","United States of America, America / Canada, Remote, Partly Remote",Growth,True,True,False,,https://bookface-images.s3.amazonaws.com/small_logos/d8427e9e647b115fc9f1f760c7a1324f1d2c02ef.png,1400927505
662,Checkr,checkr,Summer 2014,Active,People infrastructure for the future of work,"Checkr builds people infrastructure for the future of work. And we believe everyone should have a fair chance to work. That's why we've designed a faster—and fairer—way to screen job seekers. For more information on our mission and products, visit https://checkr.com.",http://www.checkr.com,https://www.ycombinator.com/companies/checkr,"San Francisco, CA, USA",800,B2B,B2B -> Human Resources,"B2B, Human Resources","Artificial Intelligence, Compliance, HR Tech, API, Enterprise Software","United States of America, America / Canada, Remote, Partly Remote",Growth,True,True,False,,https://bookface-images.s3.amazonaws.com/small_logos/211825b572def7bbe7c182d84f166129bc978b6b.png,1398907661
728,Cognito,cognito,Summer 2014,Acquired,"Frictionless, modern identity verification that starts with just a…","Cognito is the highest converting ID verification system on the market. By starting with just a user's phone number, Cognito can verify their name, date of birth, address, phone, and Social Security Number. The strong link formed between a user and their phone number builds trust while reducing friction.",https://cognitohq.com,https://www.ycombinator.com/companies/cognito,"San Francisco, CA, USA; Palo Alto, CA, USA; Remote",12,B2B,"B2B -> Engineering, Product and Design","B2B, Engineering, Product and Design","Fintech, B2B, Identity","United States of America, America / Canada, Remote, Fully Remote",Growth,True,False,False,BlockScore,https://bookface-images.s3.amazonaws.com/small_logos/a1000d5d5bee5c940de394e0841af070cfa6e903.png,1400235203
705,ShipBob,shipbob,Summer 2014,Active,Providing Amazon level logistics to e-commerce businesses. ,"ShipBob is a leading global fulfillment and supply chain platform designed for SMB and Mid-Market ecommerce brands. ShipBob provides brands a single view of their business and customers across sales channels to manage products, inventory, orders, and shipments, leveraging real-time analytics and reporting, dedicated support, and access to hundreds of technology and retail partners. ShipBob enables brands to improve the operations in their own facilities with ShipBob WMS (ShipBob's proprietary warehouse management system), and/or outsource fulfillment to have their orders picked, packed, and shipped from any of ShipBob’s 50+ fulfillment centers across the United States, Canada, Europe, and Australia. Founded in 2014, ShipBob launched through Y Combinator by co-founders Dhruv Saxena and Divey Gulati, two ecommerce entrepreneurs who saw a need for more efficient SMB supply chain services. Learn more by visiting shipbob.com. ",http://shipbob.com,https://www.ycombinator.com/companies/shipbob,"Chicago, IL, USA",1,B2B,B2B -> Supply Chain and Logistics,"B2B, Supply Chain and Logistics","Logistics, E-commerce","United States of America, America / Canada, Remote, Partly Remote",Growth,True,True,False,,https://bookface-images.s3.amazonaws.com/small_logos/a7fe6af4f0d7680132345ae356f0c1abe1939e2a.png,1398907999
732,Bayes Impact,bayes-impact,Summer 2014,Active,Tech nonprofit building the future of public services.,"Bayes Impact's mission is to change the world through algorithms. We solve pressing public interest problems by building technology solutions that leverage data to improve outcomes on a large scale.

More information at www.bayesimpact.org",http://bayesimpact.org,https://www.ycombinator.com/companies/bayes-impact,"Paris, Île-de-France, France; San Francisco, CA, USA",11,Unspecified,Unspecified,Unspecified,Nonprofit,"France, United States of America, Europe, America / Canada, Remote, Partly Remote",Early,False,False,True,,https://bookface-images.s3.amazonaws.com/small_logos/54577565ca0b1c1ee08276e0f6679d74669892ec.png,1401530783
730,Helion Energy,helion-energy,Summer 2014,Active,Building the world's first fusion power plant,"Helion is creating the world’s first fusion power plant, enabling a future with unlimited zero-carbon electricity. ",http://helionenergy.com,https://www.ycombinator.com/companies/helion-energy,"Seattle, WA, USA; Everett, WA, USA",150,Industrials,Industrials -> Energy,"Industrials, Energy","Fusion Energy, Hard Tech, Climate, Energy","United States of America, America / Canada",Growth,False,False,False,Helion,https://bookface-images.s3.amazonaws.com/small_logos/b5119e7d1a685052ca06d144fde031fb2c13baf4.png,1400927949
727,Front,front,Summer 2014,Active,Customer communications hub for building strong relationships,"Front powers the heart of business — the meaningful connections between teams and customers that lead to lasting relationships. Bringing email and apps together in a collaborative customer communication platform, Front drives business impact by scaling the natural conversations that create customers for life. More than 8,000 businesses are using Front today to cultivate personalized customer relationships at scale and transform their work into impact. With $204 in funding, Front is backed by leading venture capital firms including Sequoia Capital, Salesforce Ventures and Battery Ventures, as well as independent investors including top executives from PagerDuty, Atlassian, Okta, Qualtrics, and Zoom.",https://front.com,https://www.ycombinator.com/companies/front,"San Francisco, CA, USA",385,B2B,B2B -> Productivity,"B2B, Productivity",SaaS,"United States of America, America / Canada, Remote, Partly Remote",Growth,False,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/bf249c52ada525d9126563265f52ec4b3105ea54.png,1400149576
719,Roomstorm,roomstorm,Summer 2014,Active,Real time B2B hotel room marketplace for various industries…,"Roomstorm has developed the airline industry's first ever fully automated platform for providing hotel accommodations to distressed passengers during flight disruptions.  This platform gives airlines the opportunity to directly connect to hotel inventory all over the world, or to give their teams an advanced web portal for the rapid processing of their passengers.",http://roomstorm.com,https://www.ycombinator.com/companies/roomstorm,"San Francisco, CA, USA; Redwood City, CA, USA",4,Consumer,"Consumer -> Travel, Leisure and Tourism","Consumer, Travel, Leisure and Tourism","Marketplace, B2B, Travel","United States of America, America / Canada",Early,False,False,False,WalkSource,https://bookface-images.s3.amazonaws.com/small_logos/cce01a2f70c807a6306657d37ae4196d8bd4c40d.png,1398908113
