id,name,slug,batch,status,one_liner,long_description,website,ycdc_company_url,all_locations,team_size,industry,subindustry,industries,tags,regions,stage,top_company,isHiring,nonprofit,former_names,small_logo_thumb_url,launched_at
26331,BBy,bby,Winter 2022,Active,BBy powders breast milk that's immunologically active & lasts 6 months,"BBy's condensing device turns milk into a fine powder that spares the biome leaving it biologically and immunologically active. This allows  hospitals to stop wasting precious nursing time defrosting milk for hours and milk wastage from discarding rules. Simply weigh the powder, add water, shake and serve. No more freezing, no more defrosting, only patient care. NICUs are time sensitive wards in the hospital, time is everything and yet nurses today continue to prepare frozen milk for infants in what's known as the milk shift. A shift where the nurse spends the day defrosting milk for the next shift of nurses. Our tech is now fully peer reviewed and published, yielding safe and reliable results in over 20 hospitals in the New York Tri-State. The company is headed by Vansh Langer MD, a physician (Windsor University, University of Chicago) and Blanca Aguilar Uscanga PhD, a Bioengineering/Food Science PhD (University of Guadalajara /Centro Universitario de Ciencias Exactas e Ingenierías (CUCEI)) team that has over 50 published works in the field between them and are experts in the science of infant nutrition. Vansh saw the immense need for a time critical solution in the NICU and helped solve the puzzle with Dra. Blanca and her team and decided to work together to: Nurture the Future.",http://www.bbymilk.com,https://www.ycombinator.com/companies/bby,"New York City, NY, USA",70,Healthcare,Healthcare -> Medical Devices,"Healthcare, Medical Devices","Health Tech, Medical Devices, Healthcare","United States of America, America / Canada, Remote, Partly Remote",Growth,False,False,False,"BBy, Inc",https://bookface-images.s3.amazonaws.com/small_logos/32ca3d94384fbaa3965d8340db4bd11c1c0bf860.png,1643810815
26311,WhiteLab Genomics,whitelab-genomics,Winter 2022,Active,Unleashing the potential of DNA and RNA based therapies using AI,"We have developed an AI platform enabling to accelerate the discovery and the design of genomic therapies such as Cell Therapies, RNA Therapies and DNA Therapies.",https://whitelabgx.com,https://www.ycombinator.com/companies/whitelab-genomics,"Paris, Île-de-France, France; Boston, MA, USA",40,Healthcare,Healthcare -> Drug Discovery and Delivery,"Healthcare, Drug Discovery and Delivery","Artificial Intelligence, Gene Therapy, Cell Therapy, Genomics","France, United States of America, Europe, America / Canada, Remote, Partly Remote",Growth,False,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/ba69864f65b85fda9f05c3280bc3b39f42500013.png,1644584538
26307,Mindbase,tradex,Winter 2022,Active,"Build AI influencers that autonomously create content, engage fans…","Mindbase is an AI avatar platform where we launch AI avatars of real human as well create artificial entities and grow them on Instagram/Youtube like a influencer using AI content strategies. 

We give each AI influencer its own email, phone number and WhatsApp account so they can build deep relationships like a human creator would. 

Already, generating over 5m+ daily views with just a network of 10+ AI influencers.

Our business model is simple: brands pay us between $1,000 to $4,000 per month per AI influencer. One of our brand partners generated $45,000 in sales from a $3,000 spend, achieving a 15X ROAS.

We believe this is just the beginning.  We can generate $20,000 annually per AI influencer. With just 5000 AI influencers we can quickly scale to $100 million ARR business. 

To put that in perspective: there are over 400 million regular human influencers globally. Even if we just target a fraction of the market, it’s a massive thing.

Our team is the key to making this happen. We're alumni of IIT and repeat founders. Previously, built TradeX, a prediction market platform, scaled that to $40 million in monthly trading volume with 5 million users. That success was driven by our trend tracking system & influencer partnerships, the very same expertise we're now using to build Mindbase.
",https://mymindbase.ai,https://www.ycombinator.com/companies/tradex,"San Francisco, CA, USA; Remote",7,B2B,B2B -> Marketing,"B2B, Marketing","Consumer, Gaming, Social, Marketing","United States of America, America / Canada, Remote, Fully Remote",Early,False,True,False,TradeX,https://bookface-images.s3.amazonaws.com/small_logos/138a9ab05de536189c7973eacdc2ce67a9ebddc0.png,1642774181
26303,Massdriver,massdriver,Winter 2022,Active,"Deploy secure, scalable cloud infrastructure in minutes not days","Massdriver helps engineering and operations teams build secure, production-ready internal developer platforms in minutes.

With over 50+ infrastructure components engineering teams can build golden paths quickly on Kubernetes, serverless, or VMs.

Get the flexibility product engineers need, with the auditing and security operations teams’ demand.

We handle all the boring parts of cloud operations like IAM, secrets, continuous deployment, alerting, and monitoring so your team can focus on the product.

Massdriver supports anti-lockin, by running in your cloud, and open-sourcing all of our infrastructure components.",https://massdriver.cloud,https://www.ycombinator.com/companies/massdriver,"Los Angeles, CA, USA; Remote",4,B2B,"B2B -> Engineering, Product and Design","B2B, Engineering, Product and Design","Developer Tools, DevSecOps, Kubernetes","United States of America, America / Canada, Remote, Fully Remote",Early,False,False,False,"Massdriver, Inc, Massdriver, Massdriver, Inc",https://bookface-images.s3.amazonaws.com/small_logos/5883f8852f673efcb705f840a66ea4747e755db5.png,1642195888
26296,Reality Defender,reality-defender,Winter 2022,Active,Enterprise Deepfake Detection,"Reality Defender is the market leader in deepfake detection, protecting enterprises and governments from realtime deepfake and agentic fraud. Sign up for free access at https://www.realitydefender.com/api

Website: www.realitydefender.com
Contact: ask@realitydefender.com
YC AMA: https://news.ycombinator.com/item?id=30766050

Awards:
2025 - Gartner: Recognized as Market Leader in Deepfake Detection
2025 - JPMorgan: Inducted into Hall of Innovation
2025 - World Economic Forum: Named Technology Pioneer
2025 - USA DIU + Japan MOD: 1st Place ""Global Innovation Challenge""
2024 - RSA Conference: 1st Place “Most Innovative Startup”
2024 - SINET16 Innovator Award
2023 - SXSW 1st Place ""Artificial Intelligence, Voice, & Robotics Technologies""",http://www.realitydefender.com,https://www.ycombinator.com/companies/reality-defender,"New York City, NY, USA",54,B2B,B2B -> Security,"B2B, Security","Artificial Intelligence, SaaS, Deepfake Detection, Security, Privacy","United States of America, America / Canada, Remote, Partly Remote",Growth,False,True,False,,https://bookface-images.s3.amazonaws.com/small_logos/5de4d57756c747e087b70e720cbfdb09672b0cc7.png,1647888631
26294,Lizza,lizza,Winter 2022,Active,AI-assitant for managing creator-brand partnerships,"Lizza's AI-assistant finds, contacts, and manages the entire collaboration process with content creators for D2C E-commerce brands while making it easy for content creators to make a living off of their talents by working with their favourite brands.",https://lizza.link,https://www.ycombinator.com/companies/lizza,"Guadalajara, Jal., Mexico; Remote",7,B2B,B2B -> Retail,"B2B, Retail","Marketplace, SaaS, E-commerce","Mexico, Latin America, Remote, Fully Remote",Early,False,False,False,Finnu,https://bookface-images.s3.amazonaws.com/small_logos/a2879f92c885a216a6088a4a23e0097d2d16a63f.png,1644349538
26290,Mono,mono-2,Winter 2022,Active,Embedded finance infrastructure for LatAm enterprises.,"Mono provides an API-first platform that lets any company in LatAm offer financial capabilities, wallets, real-time payouts (Bre-B), Visa cards, and multi-rail bank transfer without becoming a fintech.",https://mono.la,https://www.ycombinator.com/companies/mono-2,"Bogotá, Bogota, Colombia; Remote",30,Fintech,Fintech -> Payments,"Fintech, Payments","Fintech, Payments, Neobank","Colombia, Latin America, Remote, Fully Remote",Early,False,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/0ac95d1949a6a54c8aa8d516807ab68da84ba80d.png,1642010570
26277,CrediBook,credibook,Winter 2022,Active,Faire for Indonesia,"CrediBook digitizes the MSMEs' supply chain, from wholesale to retail, through online wholesale and bookkeeping operation system.

Our online wholesale platform CrediMart aims to create an efficient inventory-sourcing. We provide online-ordering, Buy Now Pay Later (BNPL) payment method, and logistic support. We help our wholesale partners earn an additional daily income stream by 50%.

Our bookkeeping app CrediBook also enables MSMEs generate financial report in less than 5 minutes and proven to speed up users’ micro-loans process from financial institutions.
CrediBook strives to encourage more MSMEs to benefit digitalization from easy and efficient platforms that meet their needs.",https://credibook.com/,https://www.ycombinator.com/companies/credibook,"Jakarta, Jakarta, Indonesia",53,B2B,B2B -> Retail,"B2B, Retail","B2B, E-commerce","Indonesia, Southeast Asia, Remote, Partly Remote",Early,False,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/eb805ecba168243d2e3eea815c494ceb319e9267.png,1641636205
26268,Remi,remi,Winter 2022,Active,"Simplifying roofing for homeowners, roofers and enterprises.","We find roofers more roofs, and homeowners the right roofer.

There are over 80 million homes in the US, and eventually, every one of them will need a new roof. Our technology  allows contractors to focus on what they do best—getting a repaired roof over homeowners' heads quickly. ",https://www.remihq.com,https://www.ycombinator.com/companies/remi,"Lehi, UT, USA",170,Real Estate and Construction,Real Estate and Construction,Real Estate and Construction,"SaaS, Solar Power, Construction, Proptech, Climate","United States of America, America / Canada",Growth,False,True,False,"Remi, Remi Labs",https://bookface-images.s3.amazonaws.com/small_logos/c65fe6a486657f5ef33dae6c663d4b163a7be728.png,1646602366
26267,Fresh Factory,fresh-factory,Winter 2022,Active,Smart Cold Chain Fulfillment Platform,"We are transforming eCommerce and Direct-to-Retail fulfillment for Businesses that sells Cold Chain products. 
Fresh Factory provides network of hyperlocal cold chain fulfillment centers, transportation, and equipped them with smart fulfillment management system that allows businesses to store, pick & pack, and deliver their products their consumers faster, better, and more efficient.
",http://freshfactory.id/,https://www.ycombinator.com/companies/fresh-factory,"Jakarta, Jakarta, Indonesia",100,B2B,B2B -> Supply Chain and Logistics,"B2B, Supply Chain and Logistics","Warehouse Management Tech, B2B, Logistics","Indonesia, Southeast Asia",Early,False,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/68a34b0a86ae2d3f1b2df61f609c0c41bb4ae9e6.png,1642012851
26266,Onboard.io,onboard-io,Winter 2022,Active,Manage & automate customer onboarding and implementation,"Onboard is a SaaS which automates & streamlines the customer onboarding & implementation process. Easily create dynamic launch plans (customized per customer), which are collaborative with clients and visible to all stakeholders.  Onboard is built for onboarding by a team that spent a better part of the last decade onboarding some of the worlds largest brands.",https://onboard.io,https://www.ycombinator.com/companies/onboard-io,"Detroit, MI, USA; Remote",6,B2B,B2B -> Productivity,"B2B, Productivity","SaaS, B2B, Productivity, Customer Success, Collaboration","United States of America, America / Canada, Remote, Fully Remote",Early,False,False,False,"Onboard Software, Inc, Onboard.io, Onboard Software, Inc",https://bookface-images.s3.amazonaws.com/small_logos/e83f60ab02d8e0f4aca16aeb97ffa47a2a169318.png,1642696216
26264,Jutsoo,jutsoo,Winter 2022,Active,All your corporate bank accounts connected under one platform,"Jutsoo is a modern treasury management platform that helps finance teams work smarter by having efficient, reliable, real-time visibility and control over their financial data across their different banks and bank accounts.

We do this by unifying data from internal systems, integrating directly with banks for your money movements, and reconcile them automatically.

Money movements, reconciliations, cash forecasting, and identifying liquidity trends will be a breeze using us.",https://www.jutsoo.com/,https://www.ycombinator.com/companies/jutsoo,"Jakarta, Jakarta, Indonesia; Remote",12,B2B,B2B -> Finance and Accounting,"B2B, Finance and Accounting","FinOps, Fintech, SaaS, B2B, Enterprise Software","Indonesia, Southeast Asia, Remote, Fully Remote",Early,False,False,False,Bananas,https://bookface-images.s3.amazonaws.com/small_logos/69eb01b9a77c8101b0acffcb7de83b989be1a2ed.png,1643226584
26254,Eventual,eventual,Winter 2022,Active,Building the AI data engine for any modality and scale,"Every breakthrough AI application, from foundation models to autonomous vehicles, relies on processing massive volumes of images, video, and complex data. But today’s data platforms (like Databricks and Snowflake) are built on top of tools made for spreadsheet-like analytics, not the petabytes of multimodal data that power AI. As a result, teams waste months on brittle infrastructure instead of conducting research and building their core product.

Eventual was founded in 2022 to solve this. Our mission is to make querying any kind of data, images, video, audio, text, as intuitive as working with tables, and powerful enough to scale to production workloads. Our open-source engine, Daft, is purpose-built for real-world AI systems: coordinating with external APIs, managing GPU clusters, and handling failures that traditional engines can’t. Daft already powers critical workloads at companies like Amazon, Mobileye, Together AI, and CloudKitchens.

We’ve assembled a world-class team from Databricks, AWS, Nvidia, Pinecone, GitHub Copilot, Tesla, and more, quadrupling our size within a year. With backing from Y Combinator, Caffeinated Capital, Array.vc, and top angels from the co-founders of Databricks and Perplexity, we’re looking to double the team now. Join us—Eventual is just getting started.

Please note we are looking for someone who is willing and able to come into our San Francisco office in the Mission district 4 days / week.",https://www.daft.ai/,https://www.ycombinator.com/companies/eventual,"San Francisco, CA, USA",18,B2B,B2B -> Infrastructure,"B2B, Infrastructure",Computer Vision,"United States of America, America / Canada, Remote, Partly Remote",Early,False,True,False,Eventual Computing,https://bookface-images.s3.amazonaws.com/small_logos/f429c16ee024d738c1b758e7c2d0ca5d811f204b.png,1648154182
