id,name,slug,batch,status,one_liner,long_description,website,ycdc_company_url,all_locations,team_size,industry,subindustry,industries,tags,regions,stage,top_company,isHiring,nonprofit,former_names,small_logo_thumb_url,launched_at
307,Machine Zone,machine-zone,Winter 2008,Acquired,Pioneers of mobile social gaming.,"Live data powers everything we do—from our global, multiplayer mobile games to our mobile ad buying to our live data ecosystem, Satori. MZ is creating new futures for people, enterprises, cities, and countries. The possibilities are endless.",https://www.mz.com,https://www.ycombinator.com/companies/machine-zone,"San Francisco, CA, USA; Palo Alto, CA, USA",501,Consumer,Consumer -> Gaming,"Consumer, Gaming",Gaming,"United States of America, America / Canada, Remote, Partly Remote",Growth,True,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/b8a10d341a50957a4b0c63d8f94e76f52fedfb9c.png,1326791189
311,Heroku,heroku,Winter 2008,Acquired,Enabling developers to build and run applications in the cloud.,"Heroku, a Salesforce company and industry pioneer in platform as a service (PaaS), enables developers to build and run applications entirely in the cloud. Heroku provides companies from startups to Fortune 500 enterprises with a faster and more effective way to create, deploy, and manage apps.

Heroku operates the world’s largest PaaS, continuously delivering millions of apps with 6+ million container deployments, 60+ billion routing requests, and 10+ terabytes of application logs per day.",http://heroku.com,https://www.ycombinator.com/companies/heroku,"San Francisco, CA, USA",300,B2B,B2B -> Infrastructure,"B2B, Infrastructure",,"United States of America, America / Canada, Remote, Partly Remote",Growth,True,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/ccf274d8a6c429ccf311e735490c66dee76ccace.png,1326791220
306,Ninite,ninite,Winter 2008,Active,Simple third-party app patching and deployment for Windows.,"The BaseShield App Store is a distribution platform for Windows software. Users can download and install applications with one click, and each application runs in its own secure virtual space.

It is an open platform where third party developers can publish their applications. Developers who deploy their apps this way can rely on the built-in installer, update function, security and eventually payment processing.",http://ninite.com,https://www.ycombinator.com/companies/ninite,"San Francisco, CA, USA",2,B2B,B2B -> Infrastructure,"B2B, Infrastructure",DevOps,"United States of America, America / Canada",Growth,False,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/2d5d47c9434a30c40c44a4f5afd8ae9fc1cdd0c6.png,1326791182
304,RescueTime,rescuetime,Winter 2008,Active,Take Back Control of your Time,"RescueTime helps you set boundaries, protect focused work time, and achieve work/life balance by shedding light on how you spend your time, improving your focus, and helping you find more time for the things that matter most.

We are a distributed company with members spread throughout the United States.",http://rescuetime.com,https://www.ycombinator.com/companies/rescuetime,"Seattle, WA, USA; Remote",15,B2B,B2B -> Productivity,"B2B, Productivity","Developer Tools, SaaS","United States of America, America / Canada, Remote, Fully Remote",Growth,False,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/8af96b82dfc6a218480e3c6ad5ac4747e3dec0b1.png,1326791166
312,280 North,280-north,Winter 2008,Acquired,,"280 North is a web application company based on their proprietary application framework, Cappuccino. Along with Objective-J, Cappuccino provides a complete toolkit to develop rich web applications. It's modeled after a proven desktop development environment, and has been released as an open source project under the LGPL.

280 North's first application, 280 Slides, enables anyone with a web browser to quickly and easily create beautiful presentations. 280 Slides takes advantage of the web by making it trivial to find and include great media in your presentation. We also built in advanced features like importing and exporting PowerPoint documents, so your data is always portable.",http://280north.com,https://www.ycombinator.com/companies/280-north,"San Francisco, CA, USA",11,B2B,"B2B -> Engineering, Product and Design","B2B, Engineering, Product and Design",,"United States of America, America / Canada",Early,False,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/98ad9900ef7f6da311cde40df3e919b54084a4ba.png,1326791231
310,Omnisio,omnisio,Winter 2008,Acquired,Edit and enhance online video. Acquired by Google in July 2008.,"Omnisio was founded in 2007 by Ryan Junee, Simon Ratner and Julian Frumar, and was subsquently acquired by YouTube in July 2008. Omnisio enabled users to annotate and share videos from any website, and enabled markup of the structure within a video.

On May 13, 2008, Omnisio launched a slide-syncing tool using SlideShare for slides and a host of video services.",http://omnisio.com,https://www.ycombinator.com/companies/omnisio,"Atherton, CA, USA",,Consumer,Consumer -> Content,"Consumer, Content","Video, Media","United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791209
305,A Thinking Ape,a-thinking-ape,Winter 2008,Acquired,We build communities through massively multiplayer mobile games,"Proudly recognized as one of CANADA'S TOP SMALL & MEDIUM EMPLOYERS for 2018!

Mission: We build communities.

Surrounded by mountains and water in beautiful Vancouver, BC, we are smart people who like smart people. We create mobile games with a social core that engage players and provoke us with creative new problems. We value data, informal leadership and keeping it all balanced.

When we set out to make games with massive online communities, we knew that we first had to create the ideal environment for building ambitious things: a place where brilliant and inspiring people come together to build games that make millions of players happy. We realized that we needed to find incredibly talented people and get out of their way. Since then we've paid careful attention to how we like to work together - these are some of our guiding principles: Ownership; Have Wonderful Arguments; The Best Ideas Win; Keep Growing.

We are artists, designers, and engineers. We leverage our talent with small, independent teams. And we know that a happy builder is an efficient builder.",http://athinkingape.com,https://www.ycombinator.com/companies/a-thinking-ape,"Vancouver, BC, Canada; Remote",75,B2B,B2B -> Marketing,"B2B, Marketing",Gaming,"Canada, America / Canada, Remote, Fully Remote",Early,False,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/26789e46d6456ae17e25d6e964c47f65717f0e92.png,1326791175
323,BitSample,bitsample,Winter 2008,Inactive,,,,https://www.ycombinator.com/companies/bitsample,,,B2B,"B2B -> Engineering, Product and Design","B2B, Engineering, Product and Design",,Unspecified,Early,False,False,False,,/company/thumb/missing.png,1326791314
322,Joberator,joberator,Winter 2008,Inactive,,"Joberator was formed to tackle head-on the growing challenges and connection-gap issues in the STEM employment and recruitment marketplace. Our goal is to help the right talent and right employers connect together through accelerated, streamlined and STEM-specialized search / matching tools and features.

With a Centralized end-to-end platform where Graduates and Professionals can showcase their skills, plus access a unique connection-pipeline that empowers job seekers at all levels and in every Science, Technology, Engineering and Math fields - to 'Pinpoint' the right businesses who have the highest STEM employment and hiring demand for their skills, thus creating improved and increased hiring opportunities.

Employers can post jobs with fully integrated social recruitment features plus extended reach job distribution channels, and search profiles of top-tier talent members, connect privately, arrange interviews and hire directly on the Joberator platform.

Both Job seekers and Employers can create a Free account.",http://joberator.com,https://www.ycombinator.com/companies/joberator,"San Francisco, CA, USA; Los Angeles, CA, USA",2,B2B,B2B -> Recruiting and Talent,"B2B, Recruiting and Talent",,"United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791307
321,Insoshi,insoshi,Winter 2008,Inactive,,,http://insoshi.com,https://www.ycombinator.com/companies/insoshi,,,B2B,B2B -> Productivity,"B2B, Productivity",,Unspecified,Early,False,False,False,,/company/thumb/missing.png,1326791299
320,Snaptalent,snaptalent,Winter 2008,Inactive,,"Snaptalent powers a distributed job advertisement network primarily meant for developer listings.

Job ads submitted to Snaptalent are displayed on the service's participating websites. A unique feature about the network is that it will detect the IP addresses of website visitors and attempt to identify whether they work for a particular company or attend a particular university. It will then serve up targeted ads that have been designated for, say, employees of Google or students of Carnegie Mellon.",http://snaptalent.com,https://www.ycombinator.com/companies/snaptalent,"London, England, United Kingdom; San Francisco, CA, USA",2,B2B,B2B -> Recruiting and Talent,"B2B, Recruiting and Talent",,"United Kingdom, United States of America, Europe, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791289
319,YumDots,yumdots,Winter 2008,Inactive,,YumDots wants to be the go-to mobile application for finding places to eat when out on the town. Its emphasis on using interactive maps to display information about local restaurants makes it more efficient than other mobile review services like Yelp's. The service is launching soon.,http://yumdots.com,https://www.ycombinator.com/companies/yumdots,"San Francisco, CA, USA",2,Consumer,Consumer -> Gaming,"Consumer, Gaming",,"United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791282
318,Deluux,deluux,Winter 2008,Inactive,,"Deluux aims to become distributed Facebook, or inverted Ning, by relocating the center of people's online identities to their websites, which exist outside of any one social network. The service will facilitate the distribution of personalized content around the web and help drive traffic to websites. It has yet to launch.",http://deluux.com,https://www.ycombinator.com/companies/deluux,"Atlanta, GA, USA",2,Consumer,Consumer -> Social,"Consumer, Social",,"United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791275
317,Kirkland North,kirkland-north,Winter 2008,Inactive,,"Kirkland North is taking an infectious campus-wide game that it ran at Yale and Harvard last year and spreading it to other campuses around the country.

The game, called Turf, pits sections of campuses against each other in a virtual battle for university-wide domination. The founders are currently rolling out individual versions of their online game as a service for institutions including Stanford and Harvard.",http://kirklandnorth.com,https://www.ycombinator.com/companies/kirkland-north,"San Francisco, CA, USA",2,Consumer,Consumer -> Gaming,"Consumer, Gaming",,"United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791268
316,Tipjoy,tipjoy,Winter 2008,Inactive,social micropayments,"Tipjoy was a simple, social payments engine that allowed merchants to sell digital content and features, charities to raise money for causes, and individuals to give money to one another.

Tipjoy was a Winter '08 Y Combinator participant.",http://tipjoy.com,https://www.ycombinator.com/companies/tipjoy,,2,Fintech,Fintech -> Payments,"Fintech, Payments","Payments, Social",Unspecified,Early,False,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/fd401f9e4467d016fa8fbbd5917f2e2d0039c429.png,1326791261
315,Mixwit,mixwit,Winter 2008,Inactive,Online mixtape service (create and share mixtapes). Launched as part…,"Mixwit describes itself as a combination of Slide and iTunes. While it has more ambitious plans, it currently provides an easy way to make sharable mix tapes with songs found through MP3 search engines Seeqpod and Skreamr.",http://cloud.tv,https://www.ycombinator.com/companies/mixwit,"San Francisco, CA, USA",2,Consumer,Consumer -> Content,"Consumer, Content","Social, Music","United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791254
314,Socialbrowse,socialbrowse,Winter 2008,Inactive,,"SocialBrowse is a Firefox extension for sharing links. It has been described as ""a Twitter for links"".",http://socialbrowse.com,https://www.ycombinator.com/companies/socialbrowse,,2,Consumer,Consumer -> Social,"Consumer, Social",,Unspecified,Early,False,False,False,8AWeek,/company/thumb/missing.png,1326791248
313,Wundrbar,wundrbar,Winter 2008,Inactive,,Wundrbar wants to improve upon the search bar experience by providing users with powerful inline commands. The idea is reminiscent of YubNub but Wundrbar strives to appeal to a larger audience and to incorporate functionality that helps people manage their personal online accounts in addition to searching the web.,http://wundrbar.com,https://www.ycombinator.com/companies/wundrbar,"San Francisco, CA, USA",2,B2B,B2B -> Productivity,"B2B, Productivity",,"United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791241
309,FathomDB,fathomdb,Winter 2008,Inactive,,"FathomDB offers databases as a service, taking care of many of the day-to-day tasks database administrators have to deal with and letting them focus on more complex issues.",http://fathomdb.com,https://www.ycombinator.com/companies/fathomdb,"San Francisco, CA, USA",,B2B,B2B -> Infrastructure,"B2B, Infrastructure",,"United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791206
308,MightyQuiz,mightyquiz,Winter 2008,Inactive,,MightyQuiz powers a collection of user generated quiz questions that can be answered and rated on-site or through a distributable widget.,http://mightyquiz.com,https://www.ycombinator.com/companies/mightyquiz,"San Francisco, CA, USA",2,Consumer,Consumer -> Gaming,"Consumer, Gaming",,"United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791199
303,Trigger,trigger,Winter 2008,Inactive,Better PhoneGap.,"Trigger makes the $15Bn mobile application market accessible by web developers. It's the simplest way to build amazing mobile apps using the best of HTML5 and native.

Trigger has raised $1.8M in seed funding from top Silicon Valley investors including Y Combinator and SV Angel.",http://trigger.io,https://www.ycombinator.com/companies/trigger,"San Francisco, CA, USA",11,B2B,"B2B -> Engineering, Product and Design","B2B, Engineering, Product and Design",,"United States of America, America / Canada",Early,False,False,False,,/company/thumb/missing.png,1326791154
