id,name,slug,batch,status,one_liner,long_description,website,ycdc_company_url,all_locations,team_size,industry,subindustry,industries,tags,regions,stage,top_company,isHiring,nonprofit,former_names,small_logo_thumb_url,launched_at
1993,Momentus,momentus,Summer 2018,Public,The space infrastructure services company,"Momentus is a space infrastructure services company. As a first mover, Momentus will offer the most basic, foundational services that enable businesses to flourish in space. With their experienced team of aerospace, propulsion, and robotics engineers, Momentus makes and operates cost-effective and energy-efficient in-space transport and service vehicles that utilize water plasma propulsion technology. Momentus has service agreements in place with numerous private satellite companies, government agencies, and research organizations.",https://momentus.space,https://www.ycombinator.com/companies/momentus,"San Francisco, CA, USA; Santa Clara, CA, USA",125,Industrials,Industrials -> Aviation and Space,"Industrials, Aviation and Space","Commercial Space Launch, Solar Power, Space Exploration","United States of America, America / Canada",Growth,True,False,False,"Space Apprentices Enterprise, Momentus Space, MOMENTUS",https://bookface-images.s3.amazonaws.com/small_logos/a9e04d61888abfae102ae9245cd5325c24e4bef5.png,1525748776
1886,Honeylove,honeylove,Summer 2018,Active,Honeylove makes functional undergarments for women,"Honeylove is a DTC startup founded by EDM artist Betsie Larkin. After searching high and low for quality shapewear that made her feel confident on stage, Betsie decided to create her own line of stage-worthy shapewear and launched publicly in 2018. Since then, Honeylove has expanded to tops, bras, and many other garments that have set new standards in their verticals. We apply a technical and artistic approach to problems we see in the fashion industry, creating products that serve our customers of all shapes, sizes, and backgrounds.",https://www.honeylove.com,https://www.ycombinator.com/companies/honeylove,"Los Angeles, CA, USA; San Francisco, CA, USA",100,Consumer,Consumer -> Apparel and Cosmetics,"Consumer, Apparel and Cosmetics",Smart Clothing,"United States of America, America / Canada, Remote, Partly Remote",Growth,True,False,False,HoneyLove,https://bookface-images.s3.amazonaws.com/small_logos/50726ec2a923dcdbc1976fc34ca5ae61e74a8d58.png,1524535497
2037,Kunduz,kunduz,Summer 2018,Active,Kunduz provides instant answers to students' questions and makes…,"Kunduz is making test prep resources 10x faster and cheaper for students who prepare for university entrance tests. With its first mobile platform, Kunduz provides instant answers to students’ test prep questions through its 35,000 tutors. Kunduz currently serves students in Turkey and India. ",https://kunduz.com/,https://www.ycombinator.com/companies/kunduz,"Istanbul, Istanbul, Turkey; Remote",85,Education,Education,Education,"AI-Enhanced Learning, Artificial Intelligence, Education, Marketplace","Turkey, Middle East and North Africa, Remote, Fully Remote",Early,False,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/f4aa5d347be6e7c59289b2b79a76f9271de78f1c.png,1528211129
2034,Aesthetic,aesthetic,Summer 2018,Active,Your AI-powered creative apprentice 🪄,"Trained on your unique style, Aesthetic generates high-quality visuals that match your aesthetic in seconds.",https://www.aesthetic.com,https://www.ycombinator.com/companies/aesthetic,"New York City, NY, USA; New York, NY, USA; Remote",4,B2B,"B2B -> Engineering, Product and Design","B2B, Engineering, Product and Design","Design, AI","United States of America, America / Canada, Remote, Fully Remote",Early,False,False,False,"Plato Design, Aesthetic (formerly Plato Design)",https://bookface-images.s3.amazonaws.com/small_logos/af963059fbdc3975392ff966a4a4103c25893ce8.png,1528157030
2032,OkCredit,okcredit,Summer 2018,Active,Simple and secure bookkeeping for Indian businesses.,"Today, over 50 million SMBs issue informal credit in India, This is a hugely manual process which they spend hours tracking, reconciling, and collecting! 

The 50M SMBs in India account for 40% of the nation’s GDP. As much as 60% of their sales happen on credit. That’s ~24% of the country’s GDP (500B$) lying on paper!

OKCREDIT as a company came into existence to start solving the most important problem of credit recovery in MSMEs. We as first movers developed a bookkeeping app that would help any merchant sitting at the remotest corner of the country with internet connectivity to record his transactions digitally. We helped them track the credit given to their customers and suppliers. With our Okcredit app a merchant can track the amount of credit given, monitor credit limit, send reminders and eventually can collect faster from their customers. So as a company our vision was to bring the data dark merchants onto the digital platform. We have changed the way the MSMEs record the transactions and eased their life today. 

",https://www.okcredit.in,https://www.ycombinator.com/companies/okcredit,"Bengaluru, KA, India",70,Fintech,Fintech -> Payments,"Fintech, Payments","FinOps, Fintech, Payments, Finance, India, SMB","India, South Asia, Remote, Partly Remote",Growth,False,False,False,,https://bookface-images.s3.amazonaws.com/small_logos/319d958d1c1ed34dab6fa69de4c65c566d82fcc8.png,1528153427
2030,Culdesac,culdesac,Summer 2018,Active,"We build cities for people, not cars. ","Culdesac designs, builds, and manages walkable communities. 

Culdesac is a real estate developer and property manager. We build neighborhoods that embrace community, open space, and mobility. We offer residential units at a variety of price points integrated with local retail, commercial uses, and open space for nature and public plazas.

Our communities prioritize biking, walking, and transit over cars and parking. We partner with leading mobility companies to deliver convenient and affordable transportation services. This creates a vibrant urban lifestyle without the need for a private vehicle.

Read more here > https://medium.com/culdesac/introducing-culdesac-3fbfe7c4219c",http://culdesac.com,https://www.ycombinator.com/companies/culdesac,"San Francisco, CA, USA; Tempe, AZ, USA",100,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,"Real Estate and Construction, Housing and Real Estate","Real Estate, Housing, Proptech, ClimateTech","United States of America, America / Canada, Remote, Partly Remote",Growth,False,True,False,,https://bookface-images.s3.amazonaws.com/small_logos/496d0ff1f20ae199837eebe1bfef35fa059329d0.png,1575871649
2029,Circumvent,circumvent,Summer 2018,Active,Utilizing monogenic disorders to inform and solve highly complex…,,https://www.circumventpharmaceuticals.com/,https://www.ycombinator.com/companies/circumvent,"Portland, OR, USA",6,Healthcare,Healthcare -> Therapeutics,"Healthcare, Therapeutics","Neurotechnology, Biotech, Genomics","United States of America, America / Canada",Early,False,False,False,Circumvent Pharmaceuticals,https://bookface-images.s3.amazonaws.com/small_logos/b5fd725fe8e2cac76ed87eacf3161d3f37da8f61.png,1527534673
2028,Rejuvenation Technologies Inc.,rejuvenation-technologies-inc,Summer 2018,Active,mRNA therapeutics to extend healthspan entering clinical trials,"Stanford-patented essential drug platform unlocks the healthspan, which is limited by short telomeres. Extends mouse lifespan by equivalent of 10 years in humans. Reverses 5-10 years of telomere shortening with one dose in one day. Preclinical efficacy in 4 organ systems including immune system. Entering clinical stage. CEO is Subject #1 in longevity trial. 50+ granted patents, 7 patent families. FDA INTERACT cleared. Raising $10M seed extension ($2M+ wired) to fund 3 investigator-initiated trials. Readouts in Q3 2027. $6.8B in comparable mRNA-LNP M&A in last 12 months. ",https://www.rejuvenationtech.com/,https://www.ycombinator.com/companies/rejuvenation-technologies-inc,"San Francisco, CA, USA",2,Healthcare,Healthcare -> Therapeutics,"Healthcare, Therapeutics","Anti-Aging, Gene Therapy, Nanomedicine","United States of America, America / Canada, Remote, Partly Remote",Early,False,False,False,"Rejuvenation Technologies Inc., Rejuvenation Technologies",https://bookface-images.s3.amazonaws.com/small_logos/8570f907143e200c57848585eb12a16271d3643f.png,1527534662
2026,iLabService,ilabservice,Summer 2018,Active,"AIoT monitoring, workflow, and evidence systems for regulated labs.","iLabService builds real-time LabOps infrastructure for regulated laboratories.
We help pharma, biotech, CRO/CDMO, testing, and enterprise R&D teams turn lab-floor signals into audit-ready operating evidence. Our platform connects environmental conditions, equipment state, sample risk, inventory movement, people response, workflow ownership, and compliance requirements into one traceable operating record.
Since 2016, iLabService has worked close to real laboratory operations, combining lab management software, AIoT hardware, and Sci-Edge local response infrastructure. Teams use iLabService to monitor critical scenes, respond to risks earlier, reconstruct incidents faster, support QA/EHS/LabOps workflows, and prepare evidence aligned with validation and audit review.
Our focus is simple: monitoring should not stop at alarms. It should become the operating context that helps labs control risk, improve efficiency, defend decisions, and prepare for the AI for Science era.",https://www.ilabservice.ai,https://www.ycombinator.com/companies/ilabservice,"Shanghai, Shanghai, China",50,B2B,B2B -> Productivity,"B2B, Productivity","SaaS, IoT, Productivity, AI Assistant","China, East Asia, Remote, Partly Remote",Growth,False,False,False,Snaprocess LLC,https://bookface-images.s3.amazonaws.com/small_logos/61e5909632a59998a05ddf3639be15ca20ce6478.png,1527534631
2025,LemonBox,lemonbox,Summer 2018,Active,"AI-generated personalized nutrition solutions, built for you daily.","LemonBox is an AI-driven personalized nutrition company. Using generative AI nutrition（AI 生成式定制营养）, LemonBox analyzes each user's dietary habits, health goals, and biometric data to generate a custom daily supplement formula — then produces and delivers it as a personalized day pack via monthly subscription. Founded in Silicon Valley in 2016 and backed by Y Combinator, Bessemer Venture Partners, and Partech Ventures, LemonBox has served over 10 million users globally.",http://www.lemonbox.com/,https://www.ycombinator.com/companies/lemonbox,"San Francisco, CA, USA",20,Healthcare,Healthcare -> Consumer Health and Wellness,"Healthcare, Consumer Health and Wellness","Generative AI, Health Tech, Health & Wellness, AI, China","United States of America, America / Canada",Growth,False,False,False,"LemonBox, LemonBox Health",https://bookface-images.s3.amazonaws.com/small_logos/a8e0f926603810ff5a714566d5b989b02b6c7398.png,1527526952
